ACCIDENT_NO,PERSON_ID,cluster
T20210022166,B,2
T20220019233,B,0
T20210022166,01,0
T20210018834,A,4
T20210018878,A,2
T20220018053,A,0
T20210020508,A,4
T20230007706,A,0
T20230018667,B,4
T20210013184,A,2
T20210013184,B,0
T20120014468,A,2
T20230008525,01,0
T20220022849,B,2
T20230012808,A,1
T20210014925,A,1
T20210014925,B,6
T20210014925,03,1
T20210014925,01,6
T20210014925,04,1
T20210014925,05,4
T20210014925,02,6
T20210014807,B,1
T20210014807,A,4
T20210014661,A,0
T20210014733,A,4
T20210014779,A,2
T20210014779,B,0
T20210014737,A,4
T20210014737,B,1
T20210014816,B,0
T20210014816,A,0
T20210015085,A,2
T20210015085,B,0
T20210014991,A,2
T20210014991,B,0
T20210015225,B,6
T20210015225,01,3
T20210014974,A,1
T20210014974,B,4
T20210015227,B,4
T20210015227,A,1
T20210015504,A,1
T20210015504,B,4
T20210015504,01,1
T20210015670,A,1
T20210016495,01,4
T20210016495,A,6
T20210016495,B,6
T20220022838,A,1
T20210016482,A,4
T20210003681,A,1
T20210020407,A,0
T20210020407,B,2
T20210006866,A,2
T20210019783,A,4
T20210020192,B,2
T20210020192,A,0
T20210018482,A,2
T20190004427,A,1
T20190004427,B,4
T20210006866,01,2
T20210019916,A,2
T20200010642,A,2
T20210017649,A,0
T20210017649,B,2
T20210009341,A,1
T20190008255,B,4
T20170018942,A,1
T20200010074,B,1
T20200009885,A,0
T20210005625,B,0
T20210023683,B,0
T20210023683,01,0
T20210016454,A,2
T20220020610,B,1
T20210016456,A,1
T20210016456,B,4
T20210016698,01,1
T20210016698,B,6
T20210016698,A,1
T20210016698,02,4
T20210016524,A,0
T20210016524,B,2
T20210016567,B,4
T20210016567,A,1
T20210015670,B,6
T20210015670,04,6
T20230028126,A,0
T20210015992,A,0
T20210015992,B,2
T20210015992,01,0
T20210016200,A,6
T20210016200,B,1
T20210016200,01,4
T20230013199,B,2
T20210015796,A,1
T20210015796,B,4
T20210015940,B,2
T20210015940,A,0
T20210015988,B,0
T20210015988,A,0
T20220024602,B,3
T20210016679,01,3
T20210016679,B,3
T20210016679,A,3
T20210016879,01,0
T20210016879,A,2
T20210016879,B,0
T20210017081,01,1
T20210017081,B,1
T20210017163,A,2
T20210023683,A,2
T20210012394,B,4
T20210000852,B,2
T20210022035,A,2
T20230022133,A,0
T20230022872,A,2
T20210013559,B,2
T20210017974,B,2
T20170020636,01,0
T20170020636,A,0
T20170020636,02,0
T20170020636,B,0
T20210026752,B,1
T20210016324,B,2
T20210016324,A,0
T20220010396,01,0
T20210019846,A,2
T20190014827,A,4
T20210018670,B,2
T20210015686,A,0
T20200020445,A,2
T20220029465,A,0
T20210017655,A,0
T20180016901,01,2
T20160007322,A,5
T20190022367,02,1
T20150016944,B,0
T20150016944,A,2
T20150016944,01,0
T20210022781,A,0
T20210018060,A,2
T20210018980,B,2
T20210017926,A,0
T20210017926,B,2
T20230012209,B,2
T20210019112,02,1
T20210017533,B,2
T20210017533,A,0
T20210016996,B,2
T20210016996,A,0
T20230014118,A,2
T20230014118,B,0
T20230013985,A,0
T20210017802,B,4
T20220021689,02,1
T20220021689,01,1
T20210018594,02,6
T20210018594,A,6
T20210018594,B,4
T20210018594,01,6
T20180016794,A,5
T20210018710,A,4
T20210018710,B,1
T20210018749,A,4
T20210018749,B,1
T20210017923,01,2
T20210017923,B,0
T20210018019,A,0
T20210018019,B,2
T20230014424,B,6
T20230014424,A,1
T20210017848,B,4
T20210017848,A,1
T20210017605,A,1
T20210017605,B,4
T20210018550,01,1
T20210017809,A,2
T20210017809,B,0
T20210018841,A,6
T20240001183,A,0
T20210020142,B,2
T20210020265,01,3
T20210020265,A,1
T20210020265,B,3
T20210020118,A,2
T20220009987,A,0
T20210025615,B,2
T20220007603,A,2
T20210020256,01,2
T20210024314,A,4
T20220016675,B,2
T20210023313,01,2
T20200022932,B,1
T20130004680,01,1
T20210022868,B,2
T20210022868,A,0
T20210009829,B,2
T20210023513,A,2
T20210023914,B,0
T20230007797,01,0
T20190002318,A,1
T20190002318,A,1
T20190002318,01,1
T20190002318,01,1
T20210022173,B,2
T20210022173,A,0
T20220004889,A,2
T20190003646,B,0
T20190003646,A,2
T20210009258,A,2
T20210009258,B,0
T20210026844,02,2
T20160020205,B,3
T20210023407,B,2
T20210024108,B,2
T20210024108,A,0
T20210026844,A,0
T20210018674,01,0
T20120008686,A,2
T20120008686,B,2
T20120019013,A,0
T20120019013,B,0
T20200022135,A,4
T20200022135,B,1
T20210019112,01,1
T20210023593,B,2
T20210023593,01,2
T20200000887,A,1
T20160012736,A,0
T20160012736,B,2
T20210018230,B,2
T20210001223,B,4
T20210018234,B,2
T20210018234,A,0
T20210022132,A,2
T20210022132,B,0
T20190007076,A,2
T20220005068,01,2
T20210010096,A,0
T20210016295,02,0
T20210016295,A,0
T20210016295,01,0
T20210016295,B,2
T20210016311,A,0
T20210017774,A,2
T20210016537,B,0
T20210018163,B,2
T20210016313,A,0
T20210016439,A,4
T20210016439,B,1
T20200000887,B,4
T20220029745,A,2
T20220013611,A,1
T20210025083,A,0
T20160007305,A,2
T20220010063,B,2
T20150003460,B,2
T20150003460,01,0
T20210008607,A,0
T20210020725,B,0
T20230013754,01,2
T20230013754,A,2
T20210020441,A,1
T20210020441,B,4
T20210020063,B,4
T20220029206,B,2
T20210020658,A,2
T20210020658,B,0
T20210020259,A,1
T20210020413,A,1
T20210020252,B,4
T20230001328,B,2
T20230001729,A,4
T20210018717,A,4
T20210018717,B,1
T20210018290,01,2
T20210018290,A,0
T20210018290,B,0
T20210018296,A,4
T20210018296,B,1
T20210007071,A,2
T20220001684,02,4
T20210018057,A,1
T20210018057,B,4
T20220014727,A,0
T20210006688,A,1
T20210007265,B,2
T20210018211,A,2
T20210018453,B,0
T20210018453,A,0
T20210018132,B,1
T20230020535,02,0
T20240003341,A,2
T20240003341,02,0
T20240002010,01,2
T20210018213,B,2
T20210018213,A,0
T20230002618,B,2
T20230002618,A,0
T20210018181,A,0
T20210018181,B,2
T20230020073,A,1
T20210018069,A,4
T20210018069,B,1
T20210018187,A,1
T20210018187,B,4
T20210018425,A,4
T20210018425,B,1
T20210018301,02,6
T20210018301,B,6
T20120011548,01,0
T20120016293,A,0
T20120013296,A,1
T20160016495,A,0
T20130017461,02,1
T20130012042,B,3
T20120012139,01,0
T20130017212,A,2
T20120001391,B,2
T20170018318,B,2
T20190007966,A,3
T20130017461,B,1
T20120019080,A,6
T20120019080,B,4
T20130017177,B,0
T20120019086,A,0
T20120019086,B,0
T20120019014,01,2
T20120019014,A,2
T20120019014,B,0
T20120018498,A,4
T20120018498,B,1
T20190022900,A,1
T20140016078,01,0
T20140016078,02,2
T20120018498,01,6
T20190013569,B,4
T20140005015,B,2
T20140020067,02,6
T20120014232,A,1
T20120014232,B,4
T20120013808,A,1
T20120013808,B,4
T20150004110,A,1
T20150003460,02,2
T20150003460,A,0
T20150003587,A,2
T20150003587,01,2
T20150002499,A,0
T20150002499,B,2
T20150000087,01,6
T20150000087,02,6
T20150000087,04,1
T20150000087,03,6
T20150000087,A,4
T20150000087,B,1
T20220002795,A,4
T20220002550,01,3
T20220002550,A,3
T20220002550,B,1
T20220002670,A,1
T20170009251,01,2
T20220002263,A,1
T20230017390,A,2
T20220002663,01,6
T20220002663,03,1
T20220002663,A,4
T20220002663,B,1
T20220002663,02,6
T20210018301,A,6
T20210018301,01,4
T20210018616,B,2
T20210018616,A,0
T20230010520,B,2
T20230011239,02,3
T20230008301,A,0
T20230008301,B,2
T20210018755,A,4
T20210018755,B,1
T20210018755,01,1
T20200000713,A,1
T20180013574,A,2
T20180001702,B,2
T20230023984,02,2
T20230023984,01,2
T20230023984,B,0
T20210019224,B,4
T20210019218,B,1
T20210019077,B,4
T20210019273,A,2
T20210019273,B,0
T20210019112,A,4
T20210019112,B,6
T20230027438,01,1
T20200020647,02,1
T20210019190,A,1
T20220029058,A,6
T20210019885,A,4
T20210019885,01,1
T20210019885,B,1
T20210019713,A,0
T20220003753,A,1
T20230021937,B,2
T20230011785,B,2
T20210019530,B,0
T20210019412,B,3
T20210019412,A,6
T20210019973,A,1
T20130018865,B,1
T20130019205,A,0
T20120015730,A,2
T20120015730,B,0
T20120017548,A,2
T20120007866,A,0
T20120007866,B,2
T20120018883,A,4
T20120019194,01,1
T20120019194,A,4
T20120019194,B,1
T20120016099,01,3
T20120016099,A,3
T20150022676,A,0
T20130024595,B,1
T20140000426,A,2
T20140006879,B,0
T20120018822,A,3
T20120018822,B,3
T20120018822,01,3
T20120018822,02,3
T20120017471,A,0
T20120017471,B,2
T20120016317,A,1
T20120016317,B,6
T20200000628,01,4
T20200006515,A,2
T20150016933,A,0
T20150024807,B,2
T20150026969,05,1
T20210020035,B,1
T20210020035,A,1
T20210020035,01,4
T20210020035,02,1
T20230014805,B,2
T20210004816,01,0
T20210004816,A,0
T20210004816,B,2
T20210005034,B,2
T20210005034,A,0
T20210005155,A,1
T20210006017,A,4
T20210006017,01,6
T20210006017,02,1
T20210006256,A,0
T20210005886,B,0
T20210005886,01,2
T20210005886,02,2
T20210006060,A,2
T20210006060,01,0
T20210005891,B,1
T20210006343,01,6
T20210006343,A,3
T20210005970,B,2
T20210005970,A,0
T20210006755,B,1
T20220026889,A,3
T20220026889,B,6
T20210008792,B,1
T20210008792,01,3
T20210008792,A,3
T20220026889,02,6
T20220004558,01,0
T20220004558,B,0
T20220004319,A,1
T20220004319,B,6
T20230005752,B,2
T20220003246,B,0
T20220003246,01,0
T20220010986,A,4
T20220027048,A,0
T20230015764,01,0
T20230002324,B,0
T20220003433,B,4
T20220003433,A,6
T20220006621,A,4
T20220003276,B,0
T20220003276,A,0
T20220003430,B,4
T20220003430,A,1
T20230015764,A,2
T20230005005,A,2
T20230002718,B,2
T20220003783,01,1
T20220003783,02,3
T20220003783,B,3
T20220003783,A,1
T20210020881,B,0
T20240014673,B,4
T20220003766,A,0
T20220003766,B,0
T20200023394,B,0
T20240011036,B,2
T20230005379,A,0
T20120017601,01,0
T20120017601,A,2
T20120017601,B,2
T20120017979,01,1
T20120017979,02,1
T20120017979,A,1
T20120017643,A,2
T20120017193,01,2
T20120017193,A,0
T20120017193,B,0
T20120018212,A,0
T20120018212,B,2
T20210023062,A,1
T20230017528,A,2
T20160017912,02,2
T20120019100,01,2
T20120019100,A,2
T20120019100,B,0
T20120019208,A,2
T20120019208,B,0
T20160018854,B,2
T20120019188,A,1
T20120019188,B,1
T20120016568,B,4
T20120019283,A,0
T20120019283,B,0
T20120019881,A,2
T20120018152,B,3
T20120014183,A,0
T20120014183,B,2
T20120018152,A,3
T20210023062,B,3
T20210009324,A,1
T20210008835,A,2
T20210008913,B,2
T20240015498,A,0
T20230003030,A,1
T20230003030,B,4
T20210008096,A,4
T20210008096,B,1
T20240003945,01,4
T20240003945,02,6
T20210007568,A,1
T20210007766,A,0
T20210007766,02,0
T20210007766,B,2
T20210007766,01,0
T20240003945,B,6
T20240003945,A,6
T20220016074,B,0
T20210007730,A,0
T20210008027,B,2
T20210008027,01,2
T20210008027,A,0
T20220015320,A,0
T20160026757,B,4
T20230013758,B,3
T20230002208,A,6
T20220003925,A,0
T20220003925,B,0
T20190022597,B,4
T20190022597,A,1
T20240005729,01,0
T20230021409,B,2
T20230009532,B,4
T20220016358,B,2
T20230007825,B,2
T20220021176,A,0
T20230009296,A,0
T20230009296,B,2
T20230004383,A,0
T20220003710,01,0
T20220003710,A,2
T20220003710,02,2
T20220003710,B,0
T20220004296,B,4
T20220004296,A,6
T20220003685,01,4
T20220003685,B,1
T20220003685,A,1
T20230028468,B,2
T20230028468,A,0
T20240010232,A,1
T20230010097,A,0
T20220004028,A,6
T20220004028,B,1
T20230007526,B,2
T20120019083,A,2
T20120018470,B,0
T20120018470,C,2
T20230001353,A,4
T20170007225,B,3
T20170021860,B,2
T20170021860,01,2
T20120016448,A,0
T20120016448,B,0
T20120018724,01,0
T20120018724,A,2
T20120018724,B,2
T20120015366,A,0
T20120015366,B,2
T20120011675,A,2
T20130003769,A,2
T20130003769,B,0
T20180003667,A,4
T20180003667,B,1
T20120019011,A,2
T20120019011,B,0
T20120019263,A,2
T20130003967,A,0
T20210017769,A,4
T20120027432,B,2
T20120027432,A,2
T20120019103,01,4
T20120019103,02,1
T20120019103,A,6
T20120019103,B,1
T20120019281,01,2
T20120019281,A,0
T20120019281,B,0
T20180019363,B,4
T20210010243,01,2
T20210010243,B,0
T20210010243,02,0
T20210010243,03,2
T20220015320,B,2
T20210010492,B,2
T20220014133,B,2
T20220014133,A,0
T20210010615,A,0
T20210010615,B,2
T20210010614,A,4
T20240006748,B,0
T20210008662,A,2
T20210008663,A,1
T20230015231,A,1
T20210011408,A,6
T20210011408,B,1
T20210011408,01,4
T20210011405,A,0
T20210011405,B,2
T20210011325,B,2
T20210011654,B,1
T20210011215,A,0
T20210011257,A,4
T20210010412,A,2
T20210010412,01,0
T20160008640,A,1
T20220021232,B,2
T20210011986,B,3
T20200016603,B,2
T20210011825,B,2
T20210011825,A,0
T20210012201,B,4
T20210012201,A,1
T20220020709,A,1
T20220022761,A,0
T20220022761,B,2
T20220020068,01,0
T20150021797,A,2
T20220000217,A,2
T20220000217,B,2
T20220017288,A,0
T20220017288,A,0
T20220017288,B,2
T20220017288,B,2
T20220000217,01,0
T20220020068,B,2
T20230026182,B,0
T20220010047,A,0
T20230026182,A,2
T20230026187,B,2
T20230026187,A,0
T20210008698,B,2
T20210013191,A,0
T20220025243,A,2
T20220025243,B,0
T20210007401,01,3
T20210007401,B,1
T20210021141,A,0
T20210007401,A,3
T20230008300,B,2
T20190019553,A,4
T20190024492,A,0
T20220015357,A,2
T20230026938,A,0
T20220014539,B,2
T20220014539,A,0
T20190007966,B,6
T20190024176,01,0
T20190025264,A,0
T20220015454,B,2
T20200019779,A,2
T20200019779,B,0
T20190007966,03,3
T20210026869,B,2
T20200008741,A,2
T20190000264,02,2
T20190025264,B,2
T20220014256,A,0
T20200002046,A,4
T20190019800,A,0
T20200019491,A,4
T20200019491,B,1
T20190005752,B,2
T20190003345,01,2
T20200004024,A,1
T20120027909,03,5
T20120019258,A,0
T20120019258,B,0
T20190024176,B,2
T20190005837,A,0
T20120027909,B,5
T20120027909,A,5
T20120027547,B,0
T20120027547,A,2
T20120018760,A,0
T20120018760,B,0
T20120016713,A,4
T20120016713,B,1
T20190011964,B,1
T20190011964,A,4
T20120018814,01,0
T20120018814,A,2
T20120018814,B,2
T20120019362,A,4
T20120019362,B,1
T20120011262,01,3
T20180022868,02,6
T20190014608,A,3
T20190016751,02,6
T20190017387,B,2
T20120019112,01,2
T20120019112,A,0
T20120019112,B,0
T20120019310,A,0
T20120019310,B,0
T20120016991,A,0
T20120016991,B,2
T20120019303,A,0
T20120019303,B,0
T20120017191,01,0
T20120017191,A,2
T20120017191,B,2
T20120019183,A,2
T20120019183,B,0
T20210010412,B,2
T20210010135,B,0
T20210010135,A,0
T20230020845,B,2
T20210010374,A,0
T20210010374,B,0
T20210010495,A,0
T20210010495,B,0
T20210010495,01,2
T20210010969,A,4
T20210010768,B,2
T20210010887,A,0
T20210010841,A,1
T20210011061,B,0
T20210011061,A,2
T20210011183,A,4
T20210010937,A,6
T20230014140,B,4
T20220028235,A,0
T20210011023,C,1
T20210012009,01,0
T20210012009,A,2
T20210012009,B,2
T20240009624,B,2
T20210012011,01,4
T20210012011,03,1
T20210012011,A,6
T20210012011,B,1
T20210012011,02,1
T20240009624,01,2
T20240009624,A,0
T20210011928,A,1
T20220013068,B,2
T20150009732,A,0
T20220013068,A,0
T20150007843,01,2
T20150007843,A,0
T20150007843,B,0
T20210016491,B,2
T20210011033,01,0
T20210017679,A,2
T20210017129,B,2
T20210017129,01,0
T20210017129,A,0
T20210011033,B,2
T20210011396,A,1
T20210011396,B,1
T20210001971,B,0
T20210014805,A,2
T20150021174,B,0
T20150021174,01,0
T20150021174,A,0
T20200007978,A,4
T20230024209,A,0
T20220003795,A,2
T20210003633,B,0
T20170009251,A,0
T20190015337,B,0
T20190003345,B,2
T20190022126,A,1
T20170008102,A,0
T20190023022,A,0
T20190023022,B,2
T20150005462,01,3
T20150005462,B,1
T20150005462,02,1
T20150005462,A,3
T20210023352,A,0
T20210004411,01,2
T20170007858,A,0
T20170007858,B,2
T20230020068,02,2
T20180021676,A,4
T20180021676,A,4
T20190019312,B,0
T20160009869,A,1
T20160009869,01,4
T20160009869,B,1
T20160013720,01,6
T20170005414,A,4
T20200019752,A,4
T20170019892,01,1
T20190017513,B,2
T20170010157,B,1
T20190024878,B,0
T20210000528,A,6
T20190014852,A,0
T20190014852,B,2
T20200005544,A,0
T20200017265,B,2
T20190023486,A,2
T20190008535,B,4
T20170014810,A,4
T20170014810,B,1
T20190024786,A,0
T20130005949,B,1
T20180006622,01,0
T20190023179,A,1
T20210012342,A,4
T20210012917,A,4
T20210012917,B,1
T20210012519,01,6
T20210012519,B,1
T20210012519,A,4
T20210012638,A,2
T20210012638,B,0
T20210012638,01,0
T20210012833,A,2
T20210012510,A,2
T20210012510,B,0
T20210012510,01,0
T20180009922,B,2
T20180009922,A,0
T20220006611,B,1
T20210013265,B,6
T20210013265,A,4
T20240009808,A,0
T20220014001,B,1
T20220014001,02,1
T20230027572,A,1
T20120017194,A,0
T20120017194,B,2
T20120018201,A,2
T20120017593,B,2
T20120017593,A,0
T20190019841,A,2
T20220000596,A,2
T20120018102,B,1
T20120018102,A,4
T20120016560,A,0
T20120016560,B,2
T20120016209,01,6
T20120016209,A,6
T20120016209,B,4
T20120019210,A,2
T20120019210,B,0
T20190019271,A,4
T20120018775,A,4
T20120018775,B,1
T20120018775,01,6
T20120019238,A,0
T20120019238,B,0
T20190022079,B,0
T20190025343,01,3
T20120011849,A,2
T20120011849,B,0
T20190020083,02,6
T20120016578,A,0
T20120018951,A,0
T20120018055,A,1
T20120018055,B,4
T20200003315,A,0
T20220011737,B,2
T20120019066,B,1
T20200005505,A,4
T20200001023,B,2
T20200003173,A,2
T20200005749,A,0
T20230022133,01,0
T20210014962,A,0
T20210017020,02,2
T20210017020,01,0
T20210014924,01,2
T20210014924,A,0
T20210014924,B,2
T20230021694,A,2
T20240013811,A,2
T20220017323,01,0
T20210023882,B,2
T20220001447,A,0
T20210018220,A,0
T20180000666,A,0
T20180000666,B,2
T20210013895,B,0
T20210018874,A,4
T20230010502,01,0
T20210016160,B,2
T20210016160,A,0
T20200011622,A,4
T20190023170,A,1
T20220002951,B,2
T20200020636,A,4
T20200020636,B,1
T20200023873,B,0
T20210015401,01,0
T20210015401,02,0
T20210017540,B,3
T20190022725,A,0
T20190022725,B,2
T20210016143,B,0
T20190024786,B,2
T20230010929,B,0
T20190023874,A,2
T20190024850,01,0
T20190024850,B,2
T20190024850,02,0
T20230027556,A,4
T20200005998,B,4
T20200002950,A,1
T20190021757,B,2
T20210007287,A,0
T20200011612,B,2
T20190025343,A,3
T20180023890,B,6
T20190024155,B,2
T20190005937,A,1
T20200003464,B,0
T20170003545,A,4
T20170003545,B,1
T20190008281,01,2
T20190008281,A,0
T20190022331,B,0
T20200007772,01,0
T20140026411,B,5
T20170008043,A,1
T20170003098,B,4
T20170003098,A,1
T20230019916,B,2
T20230019916,A,0
T20120008912,01,0
T20120008912,A,0
T20120008912,B,2
T20120019244,A,0
T20120019244,B,2
T20120019551,02,1
T20120019551,03,1
T20120019551,A,1
T20120019551,B,1
T20200011612,A,2
T20210008158,B,2
T20210008158,A,0
T20220019415,B,2
T20200013127,B,0
T20210008236,A,1
T20210008111,01,2
T20200020625,01,3
T20120017805,A,0
T20120017805,B,2
T20120019467,B,2
T20120019491,01,1
T20120019491,A,4
T20120019491,B,1
T20120019554,01,2
T20120019554,02,0
T20120019554,A,0
T20120019554,B,2
T20120015152,B,0
T20150017581,A,2
T20120016465,A,1
T20120016465,B,4
T20120016074,A,0
T20120016074,B,0
T20200020662,A,2
T20120017097,B,2
T20230023037,A,0
T20240001431,03,1
T20200018852,B,6
T20220029516,B,0
T20220027652,B,2
T20230003073,A,2
T20230003073,B,2
T20230003073,01,0
T20230003073,02,2
T20220029058,01,4
T20220029058,B,6
T20220029516,04,0
T20240004146,A,0
T20220026847,B,2
T20230023797,B,0
T20210023065,02,3
T20210023065,02,3
T20220028620,A,0
T20230026877,01,6
T20210007265,A,0
T20230005188,B,0
T20230005188,A,2
T20230005188,01,2
T20220019420,B,0
T20230020404,B,2
T20240001183,B,0
T20220018060,A,4
T20220018060,B,1
T20230002339,B,2
T20220012605,A,2
T20240000104,B,2
T20230015421,B,2
T20220028636,A,0
T20120023675,01,0
T20210016143,A,2
T20210001181,A,0
T20170021587,A,1
T20170021565,A,2
T20210016102,B,2
T20210016102,A,0
T20190024434,B,4
T20210010003,B,2
T20210010003,A,2
T20210010003,01,0
T20210011418,B,4
T20180007377,B,2
T20210023541,B,2
T20200007337,A,4
T20210018006,01,4
T20180013608,A,2
T20200010179,A,3
T20210009528,A,0
T20210006804,A,0
T20220021176,01,2
T20210009987,A,0
T20210007724,A,1
T20190025530,A,4
T20190025530,B,1
T20200001783,B,2
T20200007463,01,0
T20220026787,A,3
T20210017194,B,0
T20230016071,B,2
T20210002448,B,2
T20210007768,A,0
T20190005487,B,4
T20140017184,A,0
T20200000030,01,2
T20170001977,A,0
T20190004152,B,2
T20170001977,B,2
T20170014034,02,0
T20200021998,A,4
T20200004959,B,2
T20190020894,A,3
T20170019605,A,0
T20170019605,B,0
T20170013909,B,1
T20170019713,A,2
T20120021873,A,0
T20200015236,B,0
T20200005241,A,2
T20220010157,A,0
T20200023707,A,1
T20200007520,01,0
T20200011935,A,1
T20200013436,A,2
T20120018955,A,1
T20120017497,A,4
T20120018836,A,2
T20120018836,B,0
T20120018023,A,0
T20120018023,B,2
T20200017071,B,0
T20200021526,01,2
T20120004731,01,0
T20210004481,A,2
T20120014001,01,2
T20120014001,02,2
T20120014001,A,0
T20120014001,B,2
T20210002900,A,3
T20210003956,B,0
T20120017054,A,2
T20210008032,B,4
T20120019341,A,0
T20120019341,B,2
T20150024157,02,0
T20120019179,01,0
T20120019179,02,0
T20120019179,A,0
T20120019179,B,2
T20230017900,B,2
T20220012282,A,0
T20180007473,02,2
T20120015018,B,4
T20120015018,A,1
T20120019588,A,1
T20120019588,B,4
T20120019593,03,0
T20120019593,A,2
T20120019593,B,2
T20120019593,02,2
T20190020919,A,0
T20190020919,B,2
T20210014405,01,4
T20210014405,A,1
T20210015659,A,0
T20210015659,B,0
T20210011717,A,2
T20210011717,B,0
T20210012942,B,1
T20210009338,A,1
T20190004992,01,6
T20210018143,B,0
T20220004878,A,2
T20180003295,A,0
T20210013021,B,0
T20190002101,B,2
T20210011769,A,0
T20210011769,B,2
T20170021510,A,1
T20170023607,B,3
T20210013633,B,2
T20210013633,A,0
T20210013357,A,2
T20240005126,01,2
T20120024129,A,2
T20120024129,B,0
T20150000721,01,6
T20120025110,A,1
T20120024323,01,1
T20120024323,A,4
T20120024323,B,1
T20120022014,01,0
T20120022014,A,2
T20120025231,B,1
T20130009871,01,0
T20130009513,A,0
T20120024092,A,2
T20200019764,A,2
T20200013327,A,2
T20210021071,A,3
T20200005833,A,1
T20200005544,01,2
T20210010803,A,0
T20210010803,B,2
T20210026260,B,2
T20190015817,A,0
T20190015817,B,2
T20210026260,A,0
T20220010063,A,0
T20210012812,B,3
T20210012812,B,3
T20210020513,B,2
T20210017194,A,0
T20210022409,A,0
T20210022409,B,2
T20210016941,A,0
T20210016941,B,2
T20200019834,A,3
T20210016625,A,0
T20240014001,A,2
T20200019834,01,3
T20240007913,02,2
T20200009040,B,2
T20200021039,B,1
T20210006270,A,0
T20230011239,03,6
T20240005581,B,2
T20230002959,01,0
T20170018090,B,0
T20230016373,A,0
T20210026752,A,4
T20240006846,B,0
T20230005270,A,2
T20230006735,A,6
T20210008089,A,3
T20210008089,01,3
T20230025641,A,2
T20210011413,A,6
T20210015624,A,0
T20210015624,B,2
T20220006263,B,2
T20220013827,01,0
T20220021377,02,0
T20220016653,01,1
T20180023213,B,0
T20200006387,A,0
T20220016653,A,1
T20230020211,B,0
T20220021377,03,0
T20200005804,B,2
T20230005125,A,1
T20230007780,A,0
